ID,Problem,Answer,Score
834,2,"['i^{26}=-1', 'i^{16}=1', 'i^6=-1', '-1']",5
835,2,"['i^6=-1', '-1', 'i^{26}=-1']",5
836,2,"['i^{26}=-1', 'i^6=-1']",2
837,2,"['i^{26}=-1', 'i^6=-1', 'i^{16}=1', '-1']",5
838,2,"['i^{16}=1', 'i^6=-1', '-1']",5
839,2,"['-1', 'i^6=-1', 'i^{16}=1']",5
840,2,"['i^{16}=1', 'i^{26}=-1', 'i^6=-1']",3
841,2,['-1'],5
842,2,['i^{26}=-1'],1
843,2,"['-1', 'i^{16}=1']",5
844,2,['i^{16}=1'],1
845,2,"['i^{26}=-1', 'i^{16}=1', 'i^6=-1', '-1']",5
846,2,"['-1', 'i^{16}=1', 'i^{26}=-1', 'i^6=-1']",5
847,2,"['i^{16}=1', 'i^{26}=-1', 'i^6=-1', '-1']",5
848,2,"['i^{16}=1', '-1']",5
849,2,['i^{26}=-1'],1
850,2,"['i^6=-1', 'i^{16}=1']",2
851,2,"['i^{26}=-1', 'i^{16}=1']",2
852,2,['i^6=-1'],1
853,2,"['i^{26}=-1', 'i^{16}=1', 'i^6=-1', '-1']",5
854,2,"['-1', 'i^{26}=-1', 'i^{16}=1']",5
855,2,"['-1', 'i^{26}=-1', 'i^6=-1']",5
856,2,"['i^{26}=-1', '-1']",5
857,2,"['i^6=-1', '-1']",5
858,2,['i^{26}=-1'],1
859,2,['i^{16}=1'],1
860,2,"['-1', 'i^{26}=-1']",5
861,2,"['-1', 'i^{26}=-1', 'i^6=-1', 'i^{16}=1']",5
862,2,"['i^{26}=-1', '-1']",5
863,2,"['i^{16}=1', '-1', 'i^{26}=-1', 'i^6=-1']",5
864,2,"['-1', 'i^{16}=1']",5
865,2,"['i^6=-1', 'i^{26}=-1', 'i^{16}=1', '-1']",5
866,2,"['i^6=-1', 'i^{16}=1']",2
867,2,"['i^{26}=-1', '-1', 'i^6=-1']",5
868,2,['-1'],5
869,2,['i^6=-1'],1
870,2,"['i^{26}=-1', 'i^{16}=1']",2
871,2,"['i^{26}=-1', '-1', 'i^{16}=1']",5
872,2,"['i^{26}=-1', 'i^{16}=1']",2
873,2,"['-1', 'i^{26}=-1', 'i^6=-1']",5
874,2,['i^6=-1'],1
875,2,"['-1', 'i^6=-1']",5
876,2,['-1'],5
877,2,['i^{16}=1'],1
878,2,"['i^{26}=-1', 'i^6=-1', '-1']",5
879,2,"['i^{26}=-1', '-1', 'i^6=-1']",5
880,2,"['-1', 'i^6=-1', 'i^{26}=-1', 'i^{16}=1']",5
881,2,"['i^{26}=-1', 'i^6=-1', 'i^{16}=1', '-1']",5
882,2,['-1'],5
883,2,"['i^{26}=-1', 'i^{16}=1']",2
884,2,['i^{16}=1'],1
885,2,"['i^6=-1', 'i^{16}=1']",2
886,2,"['i^6=-1', 'i^{16}=1', 'i^{26}=-1']",3
887,2,"['i^{26}=-1', 'i^{16}=1', 'i^6=-1', '-1']",5
888,2,"['i^6=-1', '-1', 'i^{16}=1']",5
889,2,"['i^6=-1', 'i^{16}=1', 'i^{26}=-1', '-1']",5
890,2,"['i^{16}=1', 'i^{26}=-1', 'i^6=-1']",3
891,2,"['i^{26}=-1', 'i^6=-1', '-1', 'i^{16}=1']",5
892,2,['i^{16}=1'],1
893,2,"['-1', 'i^{16}=1', 'i^6=-1', 'i^{26}=-1']",5
894,2,"['-1', 'i^{26}=-1']",5
895,2,"['i^6=-1', '-1', 'i^{16}=1', 'i^{26}=-1']",5
896,2,"['i^6=-1', 'i^{26}=-1', '-1', 'i^{16}=1']",5
897,2,['i^{16}=1'],1
898,2,['i^{26}=-1'],1
899,2,"['i^6=-1', 'i^{26}=-1']",2
900,2,"['i^6=-1', 'i^{26}=-1', '-1']",5
901,2,"['i^6=-1', '-1']",5
902,2,"['i^6=-1', '-1', 'i^{26}=-1', 'i^{16}=1']",5
903,2,"['-1', 'i^{16}=1', 'i^6=-1', 'i^{26}=-1']",5
904,2,['-1'],5
905,2,"['i^{26}=-1', 'i^6=-1', '-1', 'i^{16}=1']",5
906,2,"['i^{26}=-1', '-1', 'i^{16}=1']",5
907,2,['i^6=-1'],1
908,2,"['-1', 'i^6=-1', 'i^{26}=-1']",5
909,2,"['-1', 'i^{26}=-1', 'i^6=-1', 'i^{16}=1']",5
910,2,"['i^{26}=-1', '-1']",5
911,2,"['i^{16}=1', 'i^6=-1', '-1']",5
912,2,"['i^6=-1', '-1']",5
913,2,"['i^{16}=1', 'i^6=-1', '-1', 'i^{26}=-1']",5
914,2,"['-1', 'i^6=-1', 'i^{26}=-1', 'i^{16}=1']",5
915,2,"['i^{16}=1', '-1']",5
916,2,"['i^{26}=-1', '-1']",5
917,2,"['i^{26}=-1', '-1', 'i^{16}=1']",5
918,2,['i^{26}=-1'],1
919,2,"['i^{16}=1', 'i^{26}=-1']",2
920,2,"['i^{16}=1', 'i^6=-1', '-1']",5
921,2,"['i^{26}=-1', '-1']",5
922,2,"['i^6=-1', 'i^{26}=-1']",2
923,2,"['i^{16}=1', 'i^6=-1', '-1', 'i^{26}=-1']",5
924,2,"['i^{16}=1', '-1', 'i^6=-1', 'i^{26}=-1']",5
925,2,"['i^{26}=-1', '-1', 'i^{16}=1', 'i^6=-1']",5
926,2,"['i^6=-1', '-1', 'i^{26}=-1']",5
927,2,"['-1', 'i^6=-1', 'i^{26}=-1']",5
928,2,['i^{26}=-1'],1
929,2,"['i^{16}=1', 'i^{26}=-1', '-1', 'i^6=-1']",5
930,2,"['-1', 'i^6=-1', 'i^{16}=1', 'i^{26}=-1']",5
931,2,"['-1', 'i^{26}=-1', 'i^{16}=1', 'i^6=-1']",5
932,2,"['-1', 'i^{16}=1']",5
933,2,"['i^{16}=1', 'i^{26}=-1', '-1']",5
934,2,"['-1', 'i^6=-1', 'i^{16}=1', 'i^{26}=-1']",5
935,2,"['i^{26}=-1', 'i^{16}=1', 'i^6=-1', '-1']",5
936,2,"['-1', 'i^6=-1', 'i^{26}=-1']",5
937,2,"['i^{16}=1', '-1']",5
938,2,"['i^{16}=1', 'i^6=-1']",2
939,2,"['i^6=-1', 'i^{26}=-1']",2
940,2,['i^6=-1'],1
941,2,"['i^{16}=1', '-1', 'i^6=-1']",5
942,2,"['i^{26}=-1', 'i^{16}=1']",2
943,2,['i^{26}=-1'],1
944,2,"['i^{26}=-1', 'i^{16}=1', 'i^6=-1', '-1']",5
945,2,"['i^{26}=-1', '-1', 'i^6=-1', 'i^{16}=1']",5
946,2,"['i^{26}=-1', 'i^{16}=1', 'i^6=-1']",3
947,2,"['-1', 'i^{26}=-1', 'i^6=-1']",5
948,2,"['i^{16}=1', 'i^6=-1', 'i^{26}=-1', '-1']",5
949,2,"['-1', 'i^{16}=1']",5
950,2,"['-1', 'i^{26}=-1', 'i^6=-1']",5
951,2,['i^6=-1'],1
952,2,['i^{16}=1'],1
953,2,['i^6=-1'],1
954,2,"['i^6=-1', 'i^{26}=-1']",2
955,2,"['i^{26}=-1', '-1', 'i^6=-1']",5
956,2,"['-1', 'i^6=-1']",5
957,2,"['i^{16}=1', 'i^{26}=-1']",2
958,2,"['i^{16}=1', 'i^6=-1', 'i^{26}=-1']",3
959,2,"['-1', 'i^{26}=-1', 'i^6=-1', 'i^{16}=1']",5
960,2,"['-1', 'i^6=-1']",5
961,2,"['i^6=-1', 'i^{26}=-1', '-1', 'i^{16}=1']",5
962,2,['i^{26}=-1'],1
963,2,"['i^{16}=1', 'i^{26}=-1']",2
964,2,"['-1', 'i^6=-1', 'i^{26}=-1']",5
965,2,['i^{26}=-1'],1
966,2,"['i^6=-1', '-1']",5
967,2,['i^{26}=-1'],1
968,2,['-1'],5
969,2,"['i^{26}=-1', 'i^{16}=1']",2
970,2,"['i^6=-1', 'i^{16}=1', 'i^{26}=-1', '-1']",5
971,2,"['i^6=-1', '-1', 'i^{16}=1', 'i^{26}=-1']",5
972,2,['i^{16}=1'],1
973,2,"['-1', 'i^{26}=-1', 'i^6=-1']",5
974,2,['i^6=-1'],1
975,2,"['i^{16}=1', 'i^{26}=-1', 'i^6=-1', '-1']",5
976,2,"['i^6=-1', 'i^{16}=1']",2
977,2,"['i^{26}=-1', '-1', 'i^{16}=1']",5
978,2,"['i^{16}=1', 'i^6=-1', 'i^{26}=-1']",3
979,2,"['i^6=-1', 'i^{16}=1', 'i^{26}=-1', '-1']",5
980,2,"['i^{26}=-1', '-1']",5
981,2,"['i^6=-1', '-1']",5
982,2,"['i^6=-1', '-1', 'i^{26}=-1', 'i^{16}=1']",5
983,2,['i^{26}=-1'],1
984,2,"['i^{16}=1', 'i^6=-1', 'i^{26}=-1', '-1']",5
985,2,['i^{26}=-1'],1
986,2,"['i^{16}=1', 'i^6=-1', 'i^{26}=-1', '-1']",5
987,2,"['i^{26}=-1', '-1', 'i^{16}=1', 'i^6=-1']",5
988,2,"['i^{16}=1', 'i^{26}=-1', '-1', 'i^6=-1']",5
989,2,"['i^{16}=1', 'i^6=-1']",2
990,2,"['-1', 'i^{16}=1', 'i^6=-1', 'i^{26}=-1']",5
991,2,"['i^6=-1', '-1', 'i^{16}=1']",5
992,2,['i^6=-1'],1
993,2,"['i^{26}=-1', 'i^{16}=1', 'i^6=-1', '-1']",5
994,2,"['-1', 'i^{16}=1', 'i^6=-1', 'i^{26}=-1']",5
995,2,['i^6=-1'],1
996,2,"['-1', 'i^{26}=-1', 'i^{16}=1', 'i^6=-1']",5
997,2,"['i^{16}=1', '-1']",5
998,2,['i^6=-1'],1
999,2,"['-1', 'i^{16}=1']",5
